Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:15:51.213000,VER,1,,11.0,5.0,,,0 days 00:00:28.722000,0 days 00:00:38.645000,0 days 00:00:22.530000,0 days 01:14:50.038000,0 days 01:15:28.683000,0 days 01:15:51.213000,242.0,269.0,288.0,321.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:14:21.316000,2023-03-04 15:59:22.313,1,,False,,False,True
0 days 01:17:54.706000,VER,1,,12.0,5.0,,0 days 01:17:52.904000,0 days 00:00:38.552000,0 days 00:00:53.439000,0 days 00:00:31.502000,0 days 01:16:29.765000,0 days 01:17:23.204000,0 days 01:17:54.706000,165.0,175.0,,220.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:15:51.213000,2023-03-04 16:00:52.210,1,,False,,False,False
0 days 01:22:24.764000,VER,1,,13.0,6.0,0 days 01:20:27.354000,,,0 days 00:00:53.775000,0 days 00:00:27.224000,,0 days 01:21:57.540000,0 days 01:22:24.930000,184.0,202.0,289.0,158.0,False,SOFT,1.0,False,Red Bull Racing,0 days 01:17:54.706000,2023-03-04 16:02:55.703,1,,False,,False,False
0 days 01:23:54.472000,VER,1,,14.0,6.0,,,0 days 00:00:28.736000,0 days 00:00:38.514000,0 days 00:00:22.458000,0 days 01:22:53.500000,0 days 01:23:32.014000,0 days 01:23:54.472000,241.0,271.0,288.0,321.0,True,SOFT,2.0,False,Red Bull Racing,0 days 01:22:24.764000,2023-03-04 16:07:25.761,1,,False,,False,True
0 days 01:25:53.334000,VER,1,,15.0,6.0,,0 days 01:25:50.583000,0 days 00:00:38.733000,0 days 00:00:48.236000,0 days 00:00:31.893000,0 days 01:24:33.205000,0 days 01:25:21.441000,0 days 01:25:53.334000,156.0,213.0,,202.0,False,SOFT,3.0,False,Red Bull Racing,0 days 01:23:54.472000,2023-03-04 16:08:55.469,1,,False,,False,False
0 days 00:28:26.660000,PER,11,,1.0,1.0,0 days 00:19:12.655000,0 days 00:21:28.512000,,,,,,,,,,142.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:19:12.655000,2023-03-04 15:04:13.652,15,,False,,False,False
0 days 00:30:35.306000,PER,11,,2.0,2.0,0 days 00:28:26.660000,,,0 days 00:00:44.684000,0 days 00:00:39.395000,,0 days 00:29:55.940000,0 days 00:30:35.346000,225.0,207.0,289.0,59.0,False,SOFT,2.0,False,Red Bull Racing,0 days 00:28:26.660000,2023-03-04 15:13:27.657,1,,False,,False,False
0 days 00:32:06.785000,PER,11,,3.0,2.0,,,0 days 00:00:29.218000,0 days 00:00:39.397000,0 days 00:00:22.864000,0 days 00:31:04.524000,0 days 00:31:43.921000,0 days 00:32:06.785000,240.0,270.0,288.0,324.0,True,SOFT,3.0,False,Red Bull Racing,0 days 00:30:35.306000,2023-03-04 15:15:36.303,1,,False,,False,True
0 days 00:34:02.776000,PER,11,,4.0,2.0,,0 days 00:34:00.904000,0 days 00:00:36.429000,0 days 00:00:48.097000,0 days 00:00:31.465000,0 days 00:32:43.214000,0 days 00:33:31.311000,0 days 00:34:02.776000,210.0,180.0,,201.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:32:06.785000,2023-03-04 15:17:07.782,1,,False,,False,False
0 days 00:40:18.828000,PER,11,,5.0,3.0,0 days 00:37:53.994000,,,0 days 00:00:55.601000,0 days 00:00:49.918000,,0 days 00:39:29.008000,0 days 00:40:18.991000,167.0,136.0,288.0,135.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:34:02.776000,2023-03-04 15:19:03.773,1,,False,,False,False
0 days 00:42:17.155000,PER,11,,6.0,3.0,,0 days 00:42:15.177000,0 days 00:00:29.006000,0 days 00:00:52.640000,0 days 00:00:36.681000,0 days 00:40:47.834000,0 days 00:41:40.474000,0 days 00:42:17.155000,241.0,161.0,,325.0,False,SOFT,2.0,True,Red Bull Racing,0 days 00:40:18.828000,2023-03-04 15:25:19.825,1,,False,,False,False
0 days 00:53:52.097000,PER,11,,7.0,4.0,0 days 00:51:44.870000,,,0 days 00:00:58.846000,0 days 00:00:31.901000,,0 days 00:53:20.196000,0 days 00:53:52.133000,181.0,165.0,289.0,150.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:42:17.155000,2023-03-04 15:27:18.152,1,,False,,False,False
0 days 00:55:22.843000,PER,11,,8.0,4.0,,,0 days 00:00:28.964000,0 days 00:00:38.997000,0 days 00:00:22.785000,0 days 00:54:21.061000,0 days 00:55:00.058000,0 days 00:55:22.843000,240.0,270.0,288.0,323.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:53:52.097000,2023-03-04 15:38:53.094,1,,False,,False,True
0 days 00:57:30.112000,PER,11,,9.0,4.0,,0 days 00:57:28.332000,0 days 00:00:37.634000,0 days 00:00:56.338000,0 days 00:00:33.297000,0 days 00:56:00.477000,0 days 00:56:56.815000,0 days 00:57:30.112000,162.0,161.0,,218.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:55:22.843000,2023-03-04 15:40:23.840,1,,False,,False,False
0 days 01:14:26.904000,PER,11,,10.0,5.0,0 days 01:12:31.878000,,,0 days 00:00:53.310000,0 days 00:00:27.172000,,0 days 01:13:59.736000,0 days 01:14:27.079000,210.0,187.0,290.0,159.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:57:30.112000,2023-03-04 15:42:31.109,1,,False,,False,False
0 days 01:15:57.035000,PER,11,,11.0,5.0,,,0 days 00:00:28.846000,0 days 00:00:38.747000,0 days 00:00:22.538000,0 days 01:14:55.750000,0 days 01:15:34.497000,0 days 01:15:57.035000,241.0,270.0,289.0,323.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:14:26.904000,2023-03-04 15:59:27.901,1,,False,,False,True
0 days 01:18:05.470000,PER,11,,12.0,5.0,,0 days 01:18:03.325000,0 days 00:00:39.052000,0 days 00:00:55.536000,0 days 00:00:33.847000,0 days 01:16:36.087000,0 days 01:17:31.623000,0 days 01:18:05.470000,162.0,168.0,,210.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:15:57.035000,2023-03-04 16:00:58.032,1,,False,,False,False
0 days 01:22:30.897000,PER,11,,13.0,6.0,0 days 01:20:31.604000,,,0 days 00:00:56.069000,0 days 00:00:26.478000,,0 days 01:22:04.462000,0 days 01:22:31.117000,170.0,159.0,290.0,148.0,False,SOFT,1.0,False,Red Bull Racing,0 days 01:18:05.470000,2023-03-04 16:03:06.467,1,,False,,False,False
0 days 01:24:00.743000,PER,11,,14.0,6.0,,,0 days 00:00:28.723000,0 days 00:00:38.537000,0 days 00:00:22.586000,0 days 01:22:59.620000,0 days 01:23:38.157000,0 days 01:24:00.743000,241.0,271.0,288.0,324.0,True,SOFT,2.0,False,Red Bull Racing,0 days 01:22:30.897000,2023-03-04 16:07:31.894,1,,False,,False,True
0 days 01:26:07.588000,PER,11,,15.0,6.0,,0 days 01:26:03.817000,0 days 00:00:37.691000,0 days 00:00:51.586000,0 days 00:00:37.568000,0 days 01:24:38.434000,0 days 01:25:30.020000,0 days 01:26:07.588000,181.0,170.0,,188.0,False,SOFT,3.0,False,Red Bull Racing,0 days 01:24:00.743000,2023-03-04 16:09:01.740,1,,False,,False,False
0 days 00:17:23.329000,LEC,16,,1.0,1.0,0 days 00:15:31.596000,,,0 days 00:00:49.509000,0 days 00:00:26.893000,,0 days 00:16:56.454000,0 days 00:17:23.376000,208.0,223.0,288.0,189.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:15:31.596000,2023-03-04 15:00:32.593,1,,False,,False,False
0 days 00:19:34.783000,LEC,16,,2.0,1.0,,,0 days 00:00:40.852000,0 days 00:01:02.365000,0 days 00:00:28.237000,0 days 00:18:04.181000,0 days 00:19:06.546000,0 days 00:19:34.783000,172.0,167.0,287.0,323.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:17:23.329000,2023-03-04 15:02:24.326,1,,False,,False,True
0 days 00:27:59.177000,LEC,16,,3.0,1.0,,0 days 00:22:07.980000,,,,,,,,,,,False,MEDIUM,3.0,True,Ferrari,0 days 00:19:34.783000,2023-03-04 15:04:35.780,15,,False,,False,False
0 days 00:30:08.645000,LEC,16,,4.0,2.0,0 days 00:27:59.177000,,,0 days 00:00:59.445000,0 days 00:00:27.088000,,0 days 00:29:41.565000,0 days 00:30:08.799000,187.0,188.0,288.0,100.0,False,SOFT,1.0,True,Ferrari,0 days 00:27:59.177000,2023-03-04 15:13:00.174,1,,False,,False,False
0 days 00:31:39.739000,LEC,16,,5.0,2.0,,,0 days 00:00:29.099000,0 days 00:00:39.134000,0 days 00:00:22.861000,0 days 00:30:37.744000,0 days 00:31:16.878000,0 days 00:31:39.739000,242.0,274.0,285.0,324.0,True,SOFT,2.0,True,Ferrari,0 days 00:30:08.645000,2023-03-04 15:15:09.642,1,,False,,False,True
0 days 00:33:42.236000,LEC,16,,6.0,2.0,,0 days 00:33:40.436000,0 days 00:00:43.084000,0 days 00:00:49.614000,0 days 00:00:29.799000,0 days 00:32:22.823000,0 days 00:33:12.437000,0 days 00:33:42.236000,157.0,222.0,,211.0,False,SOFT,3.0,True,Ferrari,0 days 00:31:39.739000,2023-03-04 15:16:40.736,1,,False,,False,False
0 days 00:39:54.797000,LEC,16,,7.0,3.0,0 days 00:37:24.856000,,,0 days 00:01:03.181000,0 days 00:00:44.465000,,0 days 00:39:10.352000,0 days 00:39:55.007000,175.0,170.0,287.0,119.0,False,SOFT,4.0,False,Ferrari,0 days 00:33:42.236000,2023-03-04 15:18:43.233,1,,False,,False,False
0 days 00:41:47.526000,LEC,16,,8.0,3.0,,0 days 00:41:45.755000,0 days 00:00:30.002000,0 days 00:00:51.176000,0 days 00:00:31.551000,0 days 00:40:24.799000,0 days 00:41:15.975000,0 days 00:41:47.526000,203.0,230.0,,322.0,False,SOFT,5.0,False,Ferrari,0 days 00:39:54.797000,2023-03-04 15:24:55.794,1,,False,,False,False
0 days 00:53:29.523000,LEC,16,,9.0,4.0,0 days 00:51:20.198000,,,0 days 00:00:57.205000,0 days 00:00:32.241000,,0 days 00:52:57.306000,0 days 00:53:29.540000,215.0,193.0,289.0,115.0,False,SOFT,6.0,False,Ferrari,0 days 00:41:47.526000,2023-03-04 15:26:48.523,1,,False,,False,False
0 days 00:55:01.222000,LEC,16,,10.0,4.0,,,0 days 00:00:29.301000,0 days 00:00:39.434000,0 days 00:00:22.964000,0 days 00:53:58.824000,0 days 00:54:38.258000,0 days 00:55:01.222000,241.0,272.0,289.0,323.0,True,SOFT,7.0,False,Ferrari,0 days 00:53:29.523000,2023-03-04 15:38:30.520,1,,False,,False,True
0 days 00:56:56.608000,LEC,16,,11.0,4.0,,0 days 00:56:54.817000,0 days 00:00:35.844000,0 days 00:00:48.908000,0 days 00:00:30.634000,0 days 00:55:37.066000,0 days 00:56:25.974000,0 days 00:56:56.608000,213.0,218.0,,251.0,False,SOFT,8.0,False,Ferrari,0 days 00:55:01.222000,2023-03-04 15:40:02.219,1,,False,,False,False
0 days 01:02:08.693000,LEC,16,,12.0,5.0,0 days 01:00:06.298000,,,0 days 00:00:52.362000,0 days 00:00:29.183000,,0 days 01:01:39.515000,0 days 01:02:08.874000,185.0,191.0,289.0,110.0,False,SOFT,1.0,True,Ferrari,0 days 00:56:56.608000,2023-03-04 15:41:57.605,1,,False,,False,False
0 days 01:03:38.975000,LEC,16,,13.0,5.0,,,0 days 00:00:28.884000,0 days 00:00:38.729000,0 days 00:00:22.669000,0 days 01:02:37.577000,0 days 01:03:16.306000,0 days 01:03:38.975000,243.0,272.0,290.0,325.0,True,SOFT,2.0,True,Ferrari,0 days 01:02:08.693000,2023-03-04 15:47:09.690,1,,False,,False,True
0 days 01:05:42.595000,LEC,16,,14.0,5.0,,0 days 01:05:40.808000,0 days 00:00:38.615000,0 days 00:00:53.102000,0 days 00:00:31.903000,0 days 01:04:17.590000,0 days 01:05:10.692000,0 days 01:05:42.595000,164.0,179.0,,253.0,False,SOFT,3.0,True,Ferrari,0 days 01:03:38.975000,2023-03-04 15:48:39.972,1,,False,,False,False
0 days 01:14:34.860000,LEC,16,,15.0,6.0,0 days 01:12:40.378000,,,0 days 00:00:52.645000,0 days 00:00:25.540000,,0 days 01:14:09.392000,0 days 01:14:34.860000,190.0,208.0,289.0,163.0,False,SOFT,1.0,True,Ferrari,0 days 01:05:42.595000,2023-03-04 15:50:43.592,1,,False,,False,False
0 days 01:16:04.860000,LEC,16,,16.0,6.0,,,0 days 00:00:28.825000,0 days 00:00:38.614000,0 days 00:00:22.561000,0 days 01:15:03.685000,0 days 01:15:42.299000,0 days 01:16:04.860000,243.0,273.0,289.0,322.0,True,SOFT,2.0,True,Ferrari,0 days 01:14:34.860000,2023-03-04 15:59:35.857,1,,False,,False,True
0 days 01:18:09.163000,LEC,16,,17.0,6.0,,0 days 01:18:07.372000,0 days 00:00:39.209000,0 days 00:00:52.946000,0 days 00:00:32.148000,0 days 01:16:44.069000,0 days 01:17:37.015000,0 days 01:18:09.163000,178.0,182.0,,250.0,False,SOFT,3.0,True,Ferrari,0 days 01:16:04.860000,2023-03-04 16:01:05.857,1,,False,,False,False
0 days 00:17:30.455000,SAI,55,,1.0,1.0,0 days 00:15:34.346000,,,0 days 00:00:50.194000,0 days 00:00:28.751000,,0 days 00:17:01.704000,0 days 00:17:30.500000,205.0,219.0,288.0,158.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:15:34.346000,2023-03-04 15:00:35.343,1,,False,,False,False
0 days 00:19:02.863000,SAI,55,,2.0,1.0,,,0 days 00:00:29.425000,0 days 00:00:39.878000,0 days 00:00:23.105000,0 days 00:17:59.880000,0 days 00:18:39.758000,0 days 00:19:02.863000,239.0,269.0,288.0,324.0,False,MEDIUM,2.0,True,Ferrari,0 days 00:17:30.455000,2023-03-04 15:02:31.452,1,,True,TRACK LIMITS AT TURN 8 LAP 3 ,False,True
0 days 00:28:13.129000,SAI,55,,3.0,1.0,,0 days 00:21:29.496000,,,,,,,,,,255.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:19:02.863000,2023-03-04 15:04:03.860,15,,False,,False,False
0 days 00:30:24.492000,SAI,55,,4.0,2.0,0 days 00:28:13.129000,,,0 days 00:00:48.863000,0 days 00:00:33.359000,,0 days 00:29:51.143000,0 days 00:30:24.658000,180.0,188.0,290.0,61.0,False,SOFT,1.0,True,Ferrari,0 days 00:28:13.129000,2023-03-04 15:13:14.126,1,,False,,False,False
0 days 00:31:55.485000,SAI,55,,5.0,2.0,,,0 days 00:00:28.887000,0 days 00:00:39.206000,0 days 00:00:22.900000,0 days 00:30:53.379000,0 days 00:31:32.585000,0 days 00:31:55.485000,242.0,271.0,288.0,326.0,True,SOFT,2.0,True,Ferrari,0 days 00:30:24.492000,2023-03-04 15:15:25.489,1,,False,,False,True
0 days 00:33:52.057000,SAI,55,,6.0,2.0,,0 days 00:33:50.264000,0 days 00:00:36.177000,0 days 00:00:49.274000,0 days 00:00:31.121000,0 days 00:32:31.662000,0 days 00:33:20.936000,0 days 00:33:52.057000,181.0,185.0,,253.0,False,SOFT,3.0,True,Ferrari,0 days 00:31:55.485000,2023-03-04 15:16:56.482,1,,False,,False,False
0 days 00:53:36.144000,SAI,55,,7.0,3.0,0 days 00:51:22.698000,,,0 days 00:00:55.304000,0 days 00:00:33.075000,,0 days 00:53:03.071000,0 days 00:53:36.149000,179.0,71.0,288.0,76.0,False,SOFT,4.0,False,Ferrari,0 days 00:33:52.057000,2023-03-04 15:18:53.054,1,,False,,False,False
0 days 00:55:07.607000,SAI,55,,8.0,3.0,,,0 days 00:00:29.184000,0 days 00:00:39.406000,0 days 00:00:22.873000,0 days 00:54:05.328000,0 days 00:54:44.734000,0 days 00:55:07.607000,241.0,270.0,289.0,323.0,True,SOFT,5.0,False,Ferrari,0 days 00:53:36.144000,2023-03-04 15:38:37.141,1,,False,,False,True
0 days 00:57:00.979000,SAI,55,,9.0,3.0,,0 days 00:56:59.129000,0 days 00:00:34.855000,0 days 00:00:48.590000,0 days 00:00:29.927000,0 days 00:55:42.462000,0 days 00:56:31.052000,0 days 00:57:00.979000,189.0,193.0,,280.0,False,SOFT,6.0,False,Ferrari,0 days 00:55:07.607000,2023-03-04 15:40:08.604,1,,False,,False,False
0 days 01:02:14.179000,SAI,55,,10.0,4.0,0 days 01:00:07.985000,,,0 days 00:00:53.244000,0 days 00:00:29.086000,,0 days 01:01:45.093000,0 days 01:02:14.374000,145.0,169.0,289.0,84.0,False,SOFT,1.0,True,Ferrari,0 days 00:57:00.979000,2023-03-04 15:42:01.976,1,,False,,False,False
0 days 01:03:44.694000,SAI,55,,11.0,4.0,,,0 days 00:00:28.780000,0 days 00:00:39.032000,0 days 00:00:22.703000,0 days 01:02:42.959000,0 days 01:03:21.991000,0 days 01:03:44.694000,242.0,270.0,290.0,326.0,True,SOFT,2.0,True,Ferrari,0 days 01:02:14.179000,2023-03-04 15:47:15.176,1,,False,,False,True
0 days 01:05:44.915000,SAI,55,,12.0,4.0,,0 days 01:05:43.120000,0 days 00:00:36.752000,0 days 00:00:51.660000,0 days 00:00:31.809000,0 days 01:04:21.446000,0 days 01:05:13.106000,0 days 01:05:44.915000,172.0,176.0,,249.0,False,SOFT,3.0,True,Ferrari,0 days 01:03:44.694000,2023-03-04 15:48:45.691,1,,False,,False,False
0 days 01:14:42.319000,SAI,55,,13.0,5.0,0 days 01:12:43.378000,,,0 days 00:00:53.408000,0 days 00:00:27.819000,,0 days 01:14:14.501000,0 days 01:14:42.485000,171.0,185.0,289.0,138.0,False,SOFT,1.0,True,Ferrari,0 days 01:05:44.915000,2023-03-04 15:50:45.912,1,,False,,False,False
0 days 01:16:12.680000,SAI,55,,14.0,5.0,,,0 days 00:00:28.735000,0 days 00:00:38.965000,0 days 00:00:22.661000,0 days 01:15:11.054000,0 days 01:15:50.019000,0 days 01:16:12.680000,242.0,269.0,289.0,323.0,True,SOFT,2.0,True,Ferrari,0 days 01:14:42.319000,2023-03-04 15:59:43.316,1,,False,,False,True
0 days 01:18:11.612000,SAI,55,,15.0,5.0,,0 days 01:18:09.685000,0 days 00:00:35.889000,0 days 00:00:49.851000,0 days 00:00:33.192000,0 days 01:16:48.569000,0 days 01:17:38.420000,0 days 01:18:11.612000,177.0,171.0,,243.0,False,SOFT,3.0,True,Ferrari,0 days 01:16:12.680000,2023-03-04 16:01:13.677,1,,False,,False,False
0 days 01:22:39.663000,SAI,55,,16.0,6.0,0 days 01:20:35.151000,,,0 days 00:00:57.316000,0 days 00:00:28.139000,,0 days 01:22:11.524000,0 days 01:22:39.852000,189.0,167.0,288.0,134.0,False,SOFT,1.0,False,Ferrari,0 days 01:18:11.612000,2023-03-04 16:03:12.609,1,,False,,False,False
0 days 01:24:09.817000,SAI,55,,17.0,6.0,,,0 days 00:00:28.739000,0 days 00:00:38.700000,0 days 00:00:22.715000,0 days 01:23:08.402000,0 days 01:23:47.102000,0 days 01:24:09.817000,243.0,270.0,288.0,323.0,True,SOFT,2.0,False,Ferrari,0 days 01:22:39.663000,2023-03-04 16:07:40.660,1,,False,,False,True
0 days 01:26:07.332000,SAI,55,,18.0,6.0,,0 days 01:26:07.332000,0 days 00:00:37.978000,0 days 00:00:51.252000,,0 days 01:24:47.802000,0 days 01:25:39.036000,,161.0,189.0,,227.0,False,SOFT,3.0,False,Ferrari,0 days 01:24:09.817000,2023-03-04 16:09:10.814,1,,False,,False,False
0 days 00:29:39.199000,ALO,14,,1.0,1.0,0 days 00:27:29.646000,,,0 days 00:00:52.629000,0 days 00:00:30.427000,,0 days 00:29:08.832000,0 days 00:29:39.237000,181.0,235.0,285.0,95.0,False,SOFT,1.0,True,Aston Martin,0 days 00:27:29.646000,2023-03-04 15:12:30.643,1,,False,,False,False
0 days 00:31:10.357000,ALO,14,,2.0,1.0,,,0 days 00:00:29.259000,0 days 00:00:39.038000,0 days 00:00:22.861000,0 days 00:30:08.458000,0 days 00:30:47.496000,0 days 00:31:10.357000,240.0,268.0,285.0,318.0,True,SOFT,2.0,True,Aston Martin,0 days 00:29:39.199000,2023-03-04 15:14:40.196,1,,False,,False,True
0 days 00:33:09.832000,ALO,14,,3.0,1.0,,0 days 00:33:08.062000,0 days 00:00:36.445000,0 days 00:00:50.338000,0 days 00:00:32.692000,0 days 00:31:46.802000,0 days 00:32:37.140000,0 days 00:33:09.832000,193.0,176.0,,189.0,False,SOFT,3.0,True,Aston Martin,0 days 00:31:10.357000,2023-03-04 15:16:11.354,1,,False,,False,False
0 days 00:39:31.452000,ALO,14,,4.0,2.0,0 days 00:37:06.292000,,,0 days 00:00:51.738000,0 days 00:00:44.553000,,0 days 00:38:46.899000,0 days 00:39:31.633000,167.0,186.0,286.0,107.0,False,SOFT,4.0,False,Aston Martin,0 days 00:33:09.832000,2023-03-04 15:18:10.829,1,,False,,False,False
0 days 00:41:02.680000,ALO,14,,5.0,2.0,,,0 days 00:00:29.127000,0 days 00:00:39.239000,0 days 00:00:22.862000,0 days 00:40:00.579000,0 days 00:40:39.818000,0 days 00:41:02.680000,240.0,268.0,285.0,317.0,False,SOFT,5.0,False,Aston Martin,0 days 00:39:31.452000,2023-03-04 15:24:32.449,1,,False,,False,True
0 days 00:43:03.886000,ALO,14,,6.0,2.0,,0 days 00:43:02.051000,0 days 00:00:33.967000,0 days 00:00:50.526000,0 days 00:00:36.713000,0 days 00:41:36.647000,0 days 00:42:27.173000,0 days 00:43:03.886000,185.0,146.0,,242.0,False,SOFT,6.0,False,Aston Martin,0 days 00:41:02.680000,2023-03-04 15:26:03.677,1,,False,,False,False
0 days 00:53:01.642000,ALO,14,,7.0,3.0,0 days 00:50:50.074000,,,0 days 00:00:53.159000,0 days 00:00:36.242000,,0 days 00:52:25.400000,0 days 00:53:01.649000,151.0,103.0,286.0,141.0,False,SOFT,1.0,True,Aston Martin,0 days 00:43:03.886000,2023-03-04 15:28:04.883,1,,False,,False,False
0 days 00:54:32.736000,ALO,14,,8.0,3.0,,,0 days 00:00:29.132000,0 days 00:00:39.075000,0 days 00:00:22.887000,0 days 00:53:30.774000,0 days 00:54:09.849000,0 days 00:54:32.736000,241.0,266.0,283.0,318.0,True,SOFT,2.0,True,Aston Martin,0 days 00:53:01.642000,2023-03-04 15:38:02.639,1,,False,,False,True
0 days 00:56:32.644000,ALO,14,,9.0,3.0,,0 days 00:56:30.833000,0 days 00:00:37.615000,0 days 00:00:51.366000,0 days 00:00:30.927000,0 days 00:55:10.351000,0 days 00:56:01.717000,0 days 00:56:32.644000,179.0,192.0,,212.0,False,SOFT,3.0,True,Aston Martin,0 days 00:54:32.736000,2023-03-04 15:39:33.733,1,,False,,False,False
0 days 01:01:56.399000,ALO,14,,10.0,4.0,0 days 00:59:46.845000,,,0 days 00:00:55.380000,0 days 00:00:30.033000,,0 days 01:01:26.375000,0 days 01:01:56.577000,188.0,186.0,287.0,141.0,False,SOFT,1.0,True,Aston Martin,0 days 00:56:32.644000,2023-03-04 15:41:33.641,1,,False,,False,False
0 days 01:03:27.044000,ALO,14,,11.0,4.0,,,0 days 00:00:29.012000,0 days 00:00:38.987000,0 days 00:00:22.646000,0 days 01:02:25.411000,0 days 01:03:04.398000,0 days 01:03:27.044000,241.0,267.0,287.0,320.0,True,SOFT,2.0,True,Aston Martin,0 days 01:01:56.399000,2023-03-04 15:46:57.396,1,,False,,False,True
