Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:53:54.340000,VER,1,,11.0,4.0,,0 days 00:53:52.588000,0 days 00:00:28.759000,0 days 00:00:39.048000,0 days 00:00:29.980000,0 days 00:52:45.312000,0 days 00:53:24.360000,0 days 00:53:54.340000,240.0,207.0,,321.0,False,SOFT,5.0,False,Red Bull Racing,0 days 00:52:16.553000,2024-03-01 16:38:52.226,1,,False,,False,False
0 days 01:03:53.741000,VER,1,,12.0,5.0,0 days 01:02:05.966000,,,0 days 00:00:47.589000,0 days 00:00:24.603000,,0 days 01:03:29.229000,0 days 01:03:53.889000,212.0,214.0,289.0,171.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:53:54.340000,2024-03-01 16:40:30.013,1,,False,,False,False
0 days 01:05:23.162000,VER,1,,13.0,5.0,,,0 days 00:00:28.686000,0 days 00:00:38.361000,0 days 00:00:22.374000,0 days 01:04:22.427000,0 days 01:05:00.788000,0 days 01:05:23.162000,241.0,272.0,286.0,320.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:03:53.741000,2024-03-01 16:50:29.414,1,,False,,False,True
0 days 01:07:15.907000,VER,1,,14.0,5.0,,0 days 01:07:14.256000,0 days 00:00:33.465000,0 days 00:00:48.172000,0 days 00:00:31.108000,0 days 01:05:56.627000,0 days 01:06:44.799000,0 days 01:07:15.907000,208.0,200.0,,217.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:05:23.162000,2024-03-01 16:51:58.835,1,,False,,False,False
0 days 01:12:34.125000,VER,1,,15.0,6.0,0 days 01:10:42.410000,,,0 days 00:00:46.277000,0 days 00:00:32.772000,,0 days 01:12:01.357000,0 days 01:12:35.939000,229.0,241.0,292.0,173.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:07:15.907000,2024-03-01 16:53:51.580,1,,False,,False,False
0 days 01:14:03.304000,VER,1,,16.0,6.0,,,0 days 00:00:28.535000,0 days 00:00:38.269000,0 days 00:00:22.375000,0 days 01:13:02.660000,0 days 01:13:40.929000,0 days 01:14:03.304000,242.0,271.0,288.0,320.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:12:34.125000,2024-03-01 16:59:09.798,1,,False,,False,True
0 days 01:16:02.987000,VER,1,,17.0,6.0,,0 days 01:16:00.132000,0 days 00:00:36.239000,0 days 00:00:46.101000,0 days 00:00:37.343000,0 days 01:14:39.543000,0 days 01:15:25.644000,0 days 01:16:02.987000,214.0,174.0,,202.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:14:03.304000,2024-03-01 17:00:38.977,1,,False,,False,False
0 days 00:15:36.837000,LEC,16,,1.0,1.0,0 days 00:13:41.044000,,,0 days 00:00:45.475000,0 days 00:00:27.582000,,0 days 00:15:09.266000,0 days 00:15:37.019000,219.0,240.0,285.0,73.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:13:41.044000,2024-03-01 16:00:16.717,1,,False,,False,False
0 days 00:17:08.097000,LEC,16,,2.0,1.0,,,0 days 00:00:29.522000,0 days 00:00:39.009000,0 days 00:00:22.729000,0 days 00:16:06.359000,0 days 00:16:45.368000,0 days 00:17:08.097000,240.0,273.0,283.0,313.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:15:36.837000,2024-03-01 16:02:12.510,1,,False,,False,True
0 days 00:19:00.023000,LEC,16,,3.0,1.0,,0 days 00:18:58.523000,0 days 00:00:35.914000,0 days 00:00:47.096000,0 days 00:00:28.916000,0 days 00:17:44.011000,0 days 00:18:31.107000,0 days 00:19:00.023000,177.0,220.0,,235.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:17:08.097000,2024-03-01 16:03:43.770,1,,False,,False,False
0 days 00:23:16.225000,LEC,16,,4.0,2.0,0 days 00:21:11.035000,,,0 days 00:00:48.770000,0 days 00:00:25.253000,,0 days 00:22:50.972000,0 days 00:23:16.566000,192.0,214.0,287.0,63.0,False,SOFT,1.0,True,Ferrari,0 days 00:19:00.023000,2024-03-01 16:05:35.696,1,,False,,False,False
0 days 00:24:46.468000,LEC,16,,5.0,2.0,,,0 days 00:00:29.067000,0 days 00:00:38.589000,0 days 00:00:22.587000,0 days 00:23:45.292000,0 days 00:24:23.881000,0 days 00:24:46.468000,243.0,272.0,286.0,316.0,True,SOFT,2.0,True,Ferrari,0 days 00:23:16.225000,2024-03-01 16:09:51.898,1,,False,,False,True
0 days 00:26:35.006000,LEC,16,,6.0,2.0,,0 days 00:26:33.322000,0 days 00:00:34.753000,0 days 00:00:45.574000,0 days 00:00:28.211000,0 days 00:25:21.221000,0 days 00:26:06.795000,0 days 00:26:35.006000,211.0,226.0,,263.0,False,SOFT,3.0,True,Ferrari,0 days 00:24:46.468000,2024-03-01 16:11:22.141,1,,False,,False,False
0 days 00:31:10.595000,LEC,16,,7.0,3.0,0 days 00:29:02.879000,0 days 00:31:08.803000,,0 days 00:00:48.255000,0 days 00:00:36.810000,,0 days 00:30:33.785000,0 days 00:31:10.674000,222.0,128.0,,66.0,False,SOFT,1.0,True,Ferrari,0 days 00:26:35.006000,2024-03-01 16:13:10.679,1,,False,,False,False
0 days 00:43:27.187000,LEC,16,,8.0,4.0,0 days 00:41:13.333000,,,0 days 00:00:45.134000,0 days 00:00:26.521000,,0 days 00:43:00.787000,0 days 00:43:27.187000,219.0,231.0,286.0,43.0,False,SOFT,4.0,False,Ferrari,0 days 00:31:10.595000,2024-03-01 16:17:46.268,1,,False,,False,False
0 days 00:44:57.281000,LEC,16,,9.0,4.0,,,0 days 00:00:29.014000,0 days 00:00:38.507000,0 days 00:00:22.573000,0 days 00:43:56.201000,0 days 00:44:34.708000,0 days 00:44:57.281000,242.0,273.0,287.0,316.0,True,SOFT,5.0,False,Ferrari,0 days 00:43:27.187000,2024-03-01 16:30:02.860,1,,False,,False,True
0 days 00:46:44.511000,LEC,16,,10.0,4.0,,0 days 00:46:42.798000,0 days 00:00:33.625000,0 days 00:00:45.185000,0 days 00:00:28.420000,0 days 00:45:30.906000,0 days 00:46:16.091000,0 days 00:46:44.511000,217.0,229.0,,251.0,False,SOFT,6.0,False,Ferrari,0 days 00:44:57.281000,2024-03-01 16:31:32.954,1,,False,,False,False
0 days 00:52:03.177000,LEC,16,,11.0,5.0,0 days 00:49:52.962000,,,0 days 00:00:45.592000,0 days 00:00:24.639000,,0 days 00:51:38.538000,0 days 00:52:03.338000,220.0,232.0,287.0,38.0,False,SOFT,1.0,True,Ferrari,0 days 00:46:44.511000,2024-03-01 16:33:20.184,1,,False,,False,False
0 days 00:53:32.342000,LEC,16,,12.0,5.0,,,0 days 00:00:28.843000,0 days 00:00:38.059000,0 days 00:00:22.263000,0 days 00:52:32.020000,0 days 00:53:10.079000,0 days 00:53:32.342000,243.0,274.0,288.0,317.0,True,SOFT,2.0,True,Ferrari,0 days 00:52:03.177000,2024-03-01 16:38:38.850,1,,False,,False,True
0 days 00:55:34.947000,LEC,16,,13.0,5.0,,0 days 00:55:33.277000,0 days 00:00:41.811000,0 days 00:00:49.624000,0 days 00:00:31.170000,0 days 00:54:14.153000,0 days 00:55:03.777000,0 days 00:55:34.947000,186.0,209.0,,184.0,False,SOFT,3.0,True,Ferrari,0 days 00:53:32.342000,2024-03-01 16:40:08.015,1,,False,,False,False
0 days 01:04:37.320000,LEC,16,,14.0,6.0,0 days 01:02:43.837000,,,0 days 00:00:45.904000,0 days 00:00:27.873000,,0 days 01:04:09.447000,0 days 01:04:37.374000,219.0,235.0,288.0,97.0,False,SOFT,2.0,False,Ferrari,0 days 00:55:34.947000,2024-03-01 16:42:10.620,1,,False,,False,False
0 days 01:06:06.800000,LEC,16,,15.0,6.0,,,0 days 00:00:28.863000,0 days 00:00:38.344000,0 days 00:00:22.273000,0 days 01:05:06.183000,0 days 01:05:44.527000,0 days 01:06:06.800000,243.0,273.0,288.0,317.0,True,SOFT,3.0,False,Ferrari,0 days 01:04:37.320000,2024-03-01 16:51:12.993,1,,False,,False,True
0 days 01:07:58.490000,LEC,16,,16.0,6.0,,0 days 01:07:56.760000,0 days 00:00:34.342000,0 days 00:00:48.300000,0 days 00:00:29.048000,0 days 01:06:41.142000,0 days 01:07:29.442000,0 days 01:07:58.490000,195.0,196.0,,241.0,False,SOFT,4.0,False,Ferrari,0 days 01:06:06.800000,2024-03-01 16:52:42.473,1,,False,,False,False
0 days 01:12:48.852000,LEC,16,,17.0,7.0,0 days 01:10:53.342000,,,0 days 00:00:48.935000,0 days 00:00:24.126000,,0 days 01:12:24.814000,0 days 01:12:49.118000,218.0,238.0,288.0,75.0,False,SOFT,1.0,True,Ferrari,0 days 01:07:58.490000,2024-03-01 16:54:34.163,1,,False,,False,False
0 days 01:14:18.259000,LEC,16,,18.0,7.0,,,0 days 00:00:28.762000,0 days 00:00:38.276000,0 days 00:00:22.369000,0 days 01:13:17.614000,0 days 01:13:55.890000,0 days 01:14:18.259000,242.0,273.0,287.0,316.0,True,SOFT,2.0,True,Ferrari,0 days 01:12:48.852000,2024-03-01 16:59:24.525,1,,False,,False,True
0 days 01:16:19.607000,LEC,16,,19.0,7.0,,0 days 01:16:16.156000,0 days 00:00:36.260000,0 days 00:00:50.534000,0 days 00:00:34.554000,0 days 01:14:54.519000,0 days 01:15:45.053000,0 days 01:16:19.607000,181.0,189.0,,232.0,False,SOFT,3.0,True,Ferrari,0 days 01:14:18.259000,2024-03-01 17:00:53.932,1,,False,,False,False
0 days 00:22:30.357000,RUS,63,,1.0,1.0,0 days 00:20:18.012000,,,0 days 00:00:45.788000,0 days 00:00:25.669000,,0 days 00:22:04.772000,0 days 00:22:30.375000,134.0,242.0,288.0,57.0,False,SOFT,1.0,True,Mercedes,0 days 00:20:18.012000,2024-03-01 16:06:53.685,1,,False,,False,False
0 days 00:24:00.707000,RUS,63,,2.0,1.0,,,0 days 00:00:29.102000,0 days 00:00:38.727000,0 days 00:00:22.521000,0 days 00:22:59.459000,0 days 00:23:38.186000,0 days 00:24:00.707000,242.0,269.0,286.0,311.0,True,SOFT,2.0,True,Mercedes,0 days 00:22:30.357000,2024-03-01 16:09:06.030,1,,False,,False,True
0 days 00:26:05.427000,RUS,63,,3.0,1.0,,0 days 00:26:03.705000,0 days 00:00:37.691000,0 days 00:00:56.706000,0 days 00:00:30.323000,0 days 00:24:38.398000,0 days 00:25:35.104000,0 days 00:26:05.427000,179.0,159.0,,226.0,False,SOFT,3.0,True,Mercedes,0 days 00:24:00.707000,2024-03-01 16:10:36.380,1,,False,,False,False
0 days 00:30:53.691000,RUS,63,,4.0,2.0,0 days 00:28:38.660000,,,0 days 00:00:54.988000,0 days 00:00:25.900000,,0 days 00:30:27.791000,0 days 00:30:53.896000,187.0,187.0,287.0,70.0,False,SOFT,4.0,False,Mercedes,0 days 00:26:05.427000,2024-03-01 16:12:41.100,1,,False,,False,False
0 days 00:33:03.658000,RUS,63,,5.0,2.0,,0 days 00:33:01.938000,0 days 00:00:32.611000,0 days 00:01:02.636000,0 days 00:00:34.720000,0 days 00:31:26.302000,0 days 00:32:28.938000,0 days 00:33:03.658000,126.0,175.0,,312.0,False,SOFT,5.0,False,Mercedes,0 days 00:30:53.691000,2024-03-01 16:17:29.364,1,,False,,False,False
0 days 00:43:58.843000,RUS,63,,6.0,3.0,0 days 00:42:09.968000,,,0 days 00:00:48.233000,0 days 00:00:24.479000,,0 days 00:43:34.646000,0 days 00:43:58.984000,220.0,224.0,285.0,161.0,False,SOFT,6.0,False,Mercedes,0 days 00:33:03.658000,2024-03-01 16:19:39.331,1,,False,,False,False
0 days 00:45:29.541000,RUS,63,,7.0,3.0,,,0 days 00:00:29.246000,0 days 00:00:38.861000,0 days 00:00:22.591000,0 days 00:44:28.089000,0 days 00:45:06.950000,0 days 00:45:29.541000,240.0,269.0,285.0,314.0,True,SOFT,7.0,False,Mercedes,0 days 00:43:58.843000,2024-03-01 16:30:34.516,1,,False,,False,True
0 days 00:47:16.566000,RUS,63,,8.0,3.0,,0 days 00:47:14.818000,0 days 00:00:33.930000,0 days 00:00:44.906000,0 days 00:00:28.189000,0 days 00:46:03.471000,0 days 00:46:48.377000,0 days 00:47:16.566000,218.0,225.0,,252.0,False,SOFT,8.0,False,Mercedes,0 days 00:45:29.541000,2024-03-01 16:32:05.214,1,,False,,False,False
0 days 00:52:48.630000,RUS,63,,9.0,4.0,0 days 00:51:02.181000,,,0 days 00:00:47.078000,0 days 00:00:25.916000,,0 days 00:52:22.722000,0 days 00:52:48.761000,224.0,223.0,288.0,186.0,False,SOFT,1.0,True,Mercedes,0 days 00:47:16.566000,2024-03-01 16:33:52.239,1,,False,,False,False
0 days 00:54:18.552000,RUS,63,,10.0,4.0,,,0 days 00:00:28.954000,0 days 00:00:38.610000,0 days 00:00:22.358000,0 days 00:53:17.584000,0 days 00:53:56.194000,0 days 00:54:18.552000,242.0,270.0,286.0,316.0,True,SOFT,2.0,True,Mercedes,0 days 00:52:48.630000,2024-03-01 16:39:24.303,1,,False,,False,True
0 days 00:56:25.073000,RUS,63,,11.0,4.0,,0 days 00:56:23.333000,0 days 00:00:41.213000,0 days 00:00:54.698000,0 days 00:00:30.610000,0 days 00:54:59.765000,0 days 00:55:54.463000,0 days 00:56:25.073000,160.0,167.0,,141.0,False,SOFT,3.0,True,Mercedes,0 days 00:54:18.552000,2024-03-01 16:40:54.225,1,,False,,False,False
0 days 01:03:42.915000,RUS,63,,12.0,5.0,0 days 01:01:57.461000,,,0 days 00:00:47.574000,0 days 00:00:24.362000,,0 days 01:03:18.635000,0 days 01:03:42.970000,221.0,214.0,287.0,163.0,False,SOFT,1.0,True,Mercedes,0 days 00:56:25.073000,2024-03-01 16:43:00.746,1,,False,,False,False
0 days 01:05:12.518000,RUS,63,,13.0,5.0,,,0 days 00:00:28.800000,0 days 00:00:38.503000,0 days 00:00:22.300000,0 days 01:04:11.715000,0 days 01:04:50.218000,0 days 01:05:12.518000,243.0,271.0,287.0,316.0,True,SOFT,2.0,True,Mercedes,0 days 01:03:42.915000,2024-03-01 16:50:18.588,1,,False,,False,True
0 days 01:07:17.948000,RUS,63,,14.0,5.0,,0 days 01:07:16.211000,0 days 00:00:41.092000,0 days 00:00:52.716000,0 days 00:00:31.622000,0 days 01:05:53.610000,0 days 01:06:46.326000,0 days 01:07:17.948000,162.0,170.0,,161.0,False,SOFT,3.0,True,Mercedes,0 days 01:05:12.518000,2024-03-01 16:51:48.191,1,,False,,False,False
0 days 01:12:18.013000,RUS,63,,15.0,6.0,0 days 01:10:22.992000,,,0 days 00:00:53.496000,0 days 00:00:25.689000,,0 days 01:11:52.378000,0 days 01:12:18.448000,192.0,166.0,285.0,158.0,False,SOFT,1.0,True,Mercedes,0 days 01:07:17.948000,2024-03-01 16:53:53.621,1,,False,,False,False
0 days 01:13:47.498000,RUS,63,,16.0,6.0,,,0 days 00:00:28.800000,0 days 00:00:38.421000,0 days 00:00:22.264000,0 days 01:12:46.813000,0 days 01:13:25.234000,0 days 01:13:47.498000,243.0,271.0,286.0,311.0,True,SOFT,2.0,True,Mercedes,0 days 01:12:18.013000,2024-03-01 16:58:53.686,1,,False,,False,True
0 days 01:15:56.772000,RUS,63,,17.0,6.0,,0 days 01:15:53.668000,0 days 00:00:40.797000,0 days 00:00:52.497000,0 days 00:00:35.980000,0 days 01:14:28.295000,0 days 01:15:20.792000,0 days 01:15:56.772000,178.0,173.0,,152.0,False,SOFT,3.0,True,Mercedes,0 days 01:13:47.498000,2024-03-01 17:00:23.171,1,,False,,False,False
0 days 00:15:27.765000,SAI,55,,1.0,1.0,0 days 00:13:35.553000,,,0 days 00:00:47.556000,0 days 00:00:25.067000,,0 days 00:15:02.698000,0 days 00:15:28.005000,210.0,231.0,284.0,102.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:13:35.553000,2024-03-01 16:00:11.226,1,,False,,False,False
0 days 00:16:58.973000,SAI,55,,2.0,1.0,,,0 days 00:00:29.760000,0 days 00:00:38.878000,0 days 00:00:22.570000,0 days 00:15:57.525000,0 days 00:16:36.403000,0 days 00:16:58.973000,238.0,273.0,284.0,311.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:15:27.765000,2024-03-01 16:02:03.438,1,,False,,False,True
0 days 00:18:58.535000,SAI,55,,3.0,1.0,,0 days 00:18:54.679000,0 days 00:00:39.616000,0 days 00:00:47.992000,0 days 00:00:31.954000,0 days 00:17:38.589000,0 days 00:18:26.581000,0 days 00:18:58.535000,182.0,190.0,,167.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:16:58.973000,2024-03-01 16:03:34.646,1,,False,,False,False
0 days 00:23:36.801000,SAI,55,,4.0,2.0,0 days 00:21:23.836000,,,0 days 00:00:54.987000,0 days 00:00:27.330000,,0 days 00:23:09.691000,0 days 00:23:37.082000,195.0,201.0,287.0,40.0,False,SOFT,1.0,True,Ferrari,0 days 00:18:58.535000,2024-03-01 16:05:34.208,1,,False,,False,False
0 days 00:25:06.710000,SAI,55,,5.0,2.0,,,0 days 00:00:29.008000,0 days 00:00:38.409000,0 days 00:00:22.492000,0 days 00:24:05.809000,0 days 00:24:44.218000,0 days 00:25:06.710000,242.0,273.0,284.0,314.0,True,SOFT,2.0,True,Ferrari,0 days 00:23:36.801000,2024-03-01 16:10:12.474,1,,False,,False,True
0 days 00:26:55.167000,SAI,55,,6.0,2.0,,0 days 00:26:53.466000,0 days 00:00:34.862000,0 days 00:00:44.860000,0 days 00:00:28.735000,0 days 00:25:41.572000,0 days 00:26:26.432000,0 days 00:26:55.167000,203.0,215.0,,229.0,False,SOFT,3.0,True,Ferrari,0 days 00:25:06.710000,2024-03-01 16:11:42.383,1,,False,,False,False
0 days 00:43:15.575000,SAI,55,,7.0,3.0,0 days 00:41:06.894000,,,0 days 00:00:46.242000,0 days 00:00:25.436000,,0 days 00:42:50.232000,0 days 00:43:15.575000,204.0,231.0,287.0,56.0,False,SOFT,4.0,False,Ferrari,0 days 00:26:55.167000,2024-03-01 16:13:30.840,1,,False,,False,False
0 days 00:44:46,SAI,55,,8.0,3.0,,,0 days 00:00:29.068000,0 days 00:00:38.827000,0 days 00:00:22.530000,0 days 00:43:44.643000,0 days 00:44:23.470000,0 days 00:44:46,242.0,273.0,287.0,317.0,True,SOFT,5.0,False,Ferrari,0 days 00:43:15.575000,2024-03-01 16:29:51.248,1,,False,,False,True
0 days 00:46:34.846000,SAI,55,,9.0,3.0,,0 days 00:46:32.933000,0 days 00:00:35.563000,0 days 00:00:44.951000,0 days 00:00:28.332000,0 days 00:45:21.563000,0 days 00:46:06.514000,0 days 00:46:34.846000,199.0,219.0,,230.0,False,SOFT,6.0,False,Ferrari,0 days 00:44:46,2024-03-01 16:31:21.673,1,,False,,False,False
0 days 00:51:34.670000,SAI,55,,10.0,4.0,0 days 00:49:38.083000,,,0 days 00:00:49.607000,0 days 00:00:26.368000,,0 days 00:51:08.355000,0 days 00:51:34.933000,198.0,198.0,287.0,128.0,False,SOFT,1.0,True,Ferrari,0 days 00:46:34.846000,2024-03-01 16:33:10.519,1,,False,,False,False
0 days 00:53:04.243000,SAI,55,,11.0,4.0,,,0 days 00:00:28.890000,0 days 00:00:38.346000,0 days 00:00:22.337000,0 days 00:52:03.560000,0 days 00:52:41.906000,0 days 00:53:04.243000,242.0,273.0,288.0,316.0,True,SOFT,2.0,True,Ferrari,0 days 00:51:34.670000,2024-03-01 16:38:10.343,1,,False,,False,True
0 days 00:54:56.690000,SAI,55,,12.0,4.0,,0 days 00:54:54.854000,0 days 00:00:35.913000,0 days 00:00:46.710000,0 days 00:00:29.824000,0 days 00:53:40.156000,0 days 00:54:26.866000,0 days 00:54:56.690000,188.0,210.0,,211.0,False,SOFT,3.0,True,Ferrari,0 days 00:53:04.243000,2024-03-01 16:39:39.916,1,,False,,False,False
0 days 01:04:28.336000,SAI,55,,13.0,5.0,0 days 01:02:33.313000,,,0 days 00:00:50.338000,0 days 00:00:25.832000,,0 days 01:04:02.618000,0 days 01:04:28.427000,187.0,211.0,287.0,133.0,False,SOFT,1.0,True,Ferrari,0 days 00:54:56.690000,2024-03-01 16:41:32.363,1,,False,,False,False
0 days 01:05:57.944000,SAI,55,,14.0,5.0,,,0 days 00:00:28.851000,0 days 00:00:38.404000,0 days 00:00:22.353000,0 days 01:04:57.187000,0 days 01:05:35.591000,0 days 01:05:57.944000,242.0,273.0,285.0,315.0,True,SOFT,2.0,True,Ferrari,0 days 01:04:28.336000,2024-03-01 16:51:04.009,1,,False,,False,True
0 days 01:07:53.180000,SAI,55,,15.0,5.0,,0 days 01:07:51.412000,0 days 00:00:38.689000,0 days 00:00:48.202000,0 days 00:00:28.345000,0 days 01:06:36.633000,0 days 01:07:24.835000,0 days 01:07:53.180000,186.0,206.0,,199.0,False,SOFT,3.0,True,Ferrari,0 days 01:05:57.944000,2024-03-01 16:52:33.617,1,,False,,False,False
0 days 01:12:56.779000,SAI,55,,16.0,6.0,0 days 01:11:00.478000,,,0 days 00:00:49.508000,0 days 00:00:28.162000,,0 days 01:12:28.738000,0 days 01:12:57.125000,208.0,216.0,292.0,100.0,False,SOFT,1.0,True,Ferrari,0 days 01:07:53.180000,2024-03-01 16:54:28.853,1,,False,,False,False
0 days 01:14:26.286000,SAI,55,,17.0,6.0,,,0 days 00:00:28.850000,0 days 00:00:38.298000,0 days 00:00:22.359000,0 days 01:13:25.629000,0 days 01:14:03.927000,0 days 01:14:26.286000,242.0,273.0,284.0,320.0,True,SOFT,2.0,True,Ferrari,0 days 01:12:56.779000,2024-03-01 16:59:32.452,1,,False,,False,True
0 days 01:16:25.835000,SAI,55,,18.0,6.0,,0 days 01:16:25.835000,0 days 00:00:39.684000,0 days 00:00:48.776000,,0 days 01:15:06.151000,0 days 01:15:54.889000,,186.0,190.0,,164.0,False,SOFT,3.0,True,Ferrari,0 days 01:14:26.286000,2024-03-01 17:01:01.959,1,,False,,False,False
0 days 00:22:54.511000,PER,11,,1.0,1.0,0 days 00:21:03.353000,,,0 days 00:00:48.747000,0 days 00:00:26.338000,,0 days 00:22:28.219000,0 days 00:22:54.621000,219.0,236.0,289.0,85.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:21:03.353000,2024-03-01 16:07:39.026,1,,False,,False,False
0 days 00:24:24.732000,PER,11,,2.0,1.0,,,0 days 00:00:28.939000,0 days 00:00:38.598000,0 days 00:00:22.684000,0 days 00:23:23.450000,0 days 00:24:02.048000,0 days 00:24:24.732000,241.0,271.0,280.0,317.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:22:54.511000,2024-03-01 16:09:30.184,1,,False,,False,True
0 days 00:26:26.795000,PER,11,,3.0,1.0,,0 days 00:26:22.548000,0 days 00:00:38.556000,0 days 00:00:48.745000,0 days 00:00:34.762000,0 days 00:25:03.288000,0 days 00:25:52.033000,0 days 00:26:26.795000,193.0,216.0,,202.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:24:24.732000,2024-03-01 16:11:00.405,1,,False,,False,False
0 days 00:31:21.087000,PER,11,,4.0,2.0,0 days 00:29:32.274000,,,0 days 00:00:47.284000,0 days 00:00:26.461000,,0 days 00:30:54.726000,0 days 00:31:21.372000,201.0,228.0,291.0,150.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:26:26.795000,2024-03-01 16:13:02.468,1,,False,,False,False
